id	Username	Text	Date	Retweets	Favorites	Mentions	Hashtags	Geo	Permalink	True Positive	False Positive	isClean	Reason for False Positive
1.41032E+17	2TurntUp2Care	"""When a #Cancer likes you, it's almost impossible to ignore (it's very obvious)."""""""	11/28/2011	0	0		#Cancer		https://twitter.com/2TurntUp2Care/status/141032346118918144	0	1	-1	Horoscope
4.52752E+17	nectar_princess	“ @Cancer _ht : Sometimes #Cancer have to go through the worst to get to the best.” @asholeeee_	4/6/2014	0	1	@Cancer @asholeeee_	#Cancer		https://twitter.com/nectar_princess/status/452752288344338433	0	1	-1	Horoscope
2.95956E+16	mcassera	At the cancer center waiting to see my new oncologist.	1/24/2011	0	0				https://twitter.com/mcassera/status/29595603554017280	1	0	1	
3.3726E+17	Ericquaa	At this rate I probably wouldn't even date a Cancer I hate the word in every sense	5/22/2013	0	0				https://twitter.com/Ericquaa/status/337260175956262913	0	1	-1	Horoscope
5.23855E+17	acreyes18	Making strides against breast cancer today #MakingStrides #makingstridesagainstbreastcancer	10/19/2014	0	0		#MakingStrides #makingstridesagainstbreastcancer		https://twitter.com/acreyes18/status/523855185920405504	1	0	1	
11395517243	markskelley	Supporting the American Cancer Society! (@Bob's Murrieta Pizza) http://4sq.com/d2RDQE	3/31/2010	0	0	@Bob			https://twitter.com/markskelley/status/11395517243	1	0	1	
5.05794E+17	LosoyEd	"They say masturbating 2-3 times a week can prevent testicular cancer , but I don't trust the media so I make sure to do it 2-3 times daily"	8/30/2014	0	2				https://twitter.com/LosoyEd/status/505794276614500352	0	1	-1	Masturbation Joke
4.22967E+17	Saint129	Seen crack head watch indain films how come she don't connect with them automatically or have cancer miracles that i touched are still here.	1/14/2014	0	0				https://twitter.com/Saint129/status/422967346899480576	0	1	-1	Unrelated to cancer
2.02524E+17	AlaaAlteneiji	Just posted a photo @M. D. Anderson Cancer Center Mays Clinic http:// instagr.am/p/KqfB1CkNA-/	5/15/2012	0	0	@M			https://twitter.com/AlaaAlteneiji/status/202523932413280257	0	1	-1	Posted Picture at Cancer Clinic
4.14532E+17	stephaniebunny	“ @MindBlowing : Iced tea and or lemonade has been proven to significantly reduce cancer risk.” What about the vodka I usually mix with those?	12/21/2013	0	1	@MindBlowing			https://twitter.com/stephaniebunny/status/414531840007872512	0	1	-1	Joke
2.33968E+17	LameSa_uce	Feeeeels like cancer	8/10/2012	0	0				https://twitter.com/LameSa_uce/status/233968433446940672	0	1	-1	Metaphor
6.38033E+16	93311	Cancer survivor helps with Relay for Life http://bit.ly/lXAJWy via http://outside.in/93311	4/28/2011	0	0				https://twitter.com/93311/status/63803294203641856	1	0	1	
4.00517E+17	SpotBoyyLee	“ @CancerAreUs : #Cancer is very loyal to spouse”	11/13/2013	0	0	@CancerAreUs	#Cancer		https://twitter.com/SpotBoyyLee/status/400516774476513281	0	1	-1	Horoscope
2.13019E+17	stevemunoz	"I'm at Vanderbilt - Ingram Cancer Center (Nashville, TN) http:// 4sq.com/KVGPTH"	6/13/2012	0	0				https://twitter.com/stevemunoz/status/213019346853834753	0	1	-1	4sq
4.3513E+17	Chef_AlexG	Laughin it cures cancer	2/16/2014	0	0				https://twitter.com/Chef_AlexG/status/435130270308925441	1	0	1	
1.20691E+17	MrCrackBerry	I need a Breast Cancer Awareness wristband to wear on the sales floor throughout October. Where would I get one of those?	10/2/2011	0	0				https://twitter.com/MrCrackBerry/status/120690807157166080	1	0	1	
3.5102E+17	afifi_dalia24	Cancer might win some battles but for those who lost they are in a better place now. All prayers go to cancer victims who past away #RIP	6/29/2013	1	1		#RIP		https://twitter.com/afifi_dalia24/status/351019686432997376	1	0	1	
7.86127E+16	kittys_devil	So true!!! A #Cancer in a good mood is outright flirtatious. A moody Cancer is shy. Pay attention to that when you're trying to hook-up.	6/8/2011	0	0		#Cancer		https://twitter.com/kittys_devil/status/78612659636928512	0	1	-1	Horoscope
5.47076E+17	KyleMiller89	Last RT: Please keep my family in your thoughts and prayers. My little cousin Ian is now in Heaven after a courageous battle with cancer .	12/22/2014	0	0				https://twitter.com/KyleMiller89/status/547075827116957696	1	0	1	
4.34472E+17	heytherecassidy	Ugh I hate old people talk. Like how many more excuses can you find to talk about cancerous moles and arthritis?	2/14/2014	0	0				https://twitter.com/heytherecassidy/status/434472210594807808	1	0	1	
1.80134E+17	94080	How Can You Help a Family Fight Cancer ? http:// bit.ly/AAXoIp via http:// outside.in/94080	3/14/2012	0	0				https://twitter.com/94080/status/180134067898036225	1	0	1	
4.62056E+17	reyreydiggins07	“@Astrologysex: #Cancer Strength = Loyalty”	5/1/2014	0	0	@Astrologysex	#Cancer		https://twitter.com/reyreydiggins07/status/462055645793906688	0	1	-1	Horoscope
4.7394E+17	theDJNytelyfe	CANCER SUCKS!! She fought & fought for 11 hours!Now she back on her iPhone lol she's a fighter mane!… http:// instagram.com/p/ozA2YbRA6K/	6/3/2014	0	0				https://twitter.com/theDJNytelyfe/status/473940058454511618	1	0	1	
7.12255E+16	60047	Sisters organize cancer walk in Libertyville http://bit.ly/kWxfzt via http://outside.in/60047	5/19/2011	0	0				https://twitter.com/60047/status/71225527624675329	1	0	1	
3.10028E+17	MaxONeile	@kaylyn_roberts @DomFragoso @jmkelly6 i hope you get testicular cancer	3/8/2013	0	0	@kaylyn_roberts @DomFragoso @jmkelly6			https://twitter.com/MaxONeile/status/310028418098020352	1	0	1	
5.18911E+17	babygirlashelyy	i don't know if i wanna wear my cancer shirt or a cancer sweater and a tank top.	10/5/2014	0	0				https://twitter.com/babygirlashelyy/status/518910786651967488	1	0	1	
2.38407E+17	QueenBlkB	@Romancin_yo_bia what wrong wit rando?...hope u feel better I feel like crap just lost a friend in the cancer battle!	8/22/2012	0	0	@Romancin_yo_bia			https://twitter.com/QueenBlkB/status/238406602112241664	1	0	1	
3.39577E+17	CSumner78	"@annmarieg4 @ihadcancer I'm thinking of doing an entire webseries about LIVING with cancer . I'll definitely talk about sex, love, & dating."	5/28/2013	0	0	@annmarieg4 @ihadcancer			https://twitter.com/CSumner78/status/339577124748943360	1	0	1	
5.35289E+16	_chrisoneil	"""Akira: """"Teenager can't handle evolving into a higher form and explodes into a Stay Puft Marshmallow Man of cancerous throbbing organs"""""""	3/31/2011	0	0				https://twitter.com/_chrisoneil/status/53528886532775936	0	1	-1	Movie Reference
1.11867E+17	warrenbowman	"I'm at City of Angels Veterinary Cancer Group (9599 Jefferson Blvd., Culver City) http:// 4sq.com/nWrQ1R"	9/8/2011	0	0				https://twitter.com/warrenbowman/status/111866961574633473	0	1	-1	4sq
5.49592E+17	Sandyspo	. @Cubskickass100 @Cubs Please follow & spread the word about @26shirtsCHI they make really cool sport shirts to help people fighting cancer	12/29/2014	3	0	@Cubskickass100 @Cubs @26shirtsCHI			https://twitter.com/Sandyspo/status/549592261756190720	1	0	1	
4.73724E+17	KStah34	@midnight #RuinARealityShow Cancer Survivor: All Stars.	6/3/2014	0	0	@midnight	#RuinARealityShow		https://twitter.com/KStah34/status/473723591226560512	0	1	-1	TV Reference
5.93583E+16	JeremyHerbel	Last bar on Crawl for Cancer and #KBPC (@Uptown Bar and Grill w/ @jodiedprice @kateolynch ) http://4sq.com/hx8VSH	4/16/2011	0	0	@Uptown @jodiedprice @kateolynch	#KBPC		https://twitter.com/JeremyHerbel/status/59358265527640065	1	0	1	
3.88636E+17	EsVarela	Tampa!! Green Iguana 5-9 Raffles ! Happy hour Join us to end the breast cancer 9202 Anderson rd Tampa pic.twitter.com/4d21XNf7MS	10/11/2013	0	0				https://twitter.com/EsVarela/status/388635798230552576	1	0	1	
4.07542E+17	imajworks	I'm always so anxious when husband has to go back in for all his post- cancer scans. My stomach is in knots!	12/2/2013	0	1				https://twitter.com/imajworks/status/407541852586266624	1	0	1	
2.39843E+17	ptocaven	Participating for the fight for cancer at chili's @Chili's Grill & Bar http:// instagr.am/p/OzpZbgwIhm/	8/26/2012	0	0	@Chili			https://twitter.com/ptocaven/status/239842638134648832	1	0	1	
2.27017E+17	MonroyUS	@AlvaroUribeVel Colombia depende de la Seguridad de Vzla. Apoyar a @hcapriles es terminar con el cancer : @chavezcandanga #ChávezFarcSantos	7/22/2012	0	0	@AlvaroUribeVel @hcapriles @chavezcandanga	#Ch		https://twitter.com/MonroyUS/status/227016782081306624	1	0	1	
4.72246E+17	GaryJShields	"@laweur Start with a straight gold line, divide it into 12 parts. Aries+ Gemini + Taurus + Cancer ,etc, are the features it's measuring. Some"	5/30/2014	0	0	@laweur			https://twitter.com/GaryJShields/status/472245664911753216	0	1	-1	Horoscope
3.59516E+17	BGalll13	Why can't somebody find a cure for cancer like the guy in World War Z did for the zombies?	7/22/2013	3	3				https://twitter.com/BGalll13/status/359515855517794304	1	0	1	
1.6858E+17	richathapaRT	"@chealseblue_ “ @ZodiacFacts : As a #Cancer ,you are a master at nurturing others, but sometimes forget to love yourself.”"	2/12/2012	0	0	@chealseblue_ @ZodiacFacts	#Cancer		https://twitter.com/richathapaRT/status/168579712208220160	0	1	-1	Horoscope
2.86449E+17	debbified	All i need to do always is praise God cos i see worse cases..chai cancer is such a bastard.. God plz lets a bone marrow donor com to her aid	1/2/2013	0	0				https://twitter.com/debbified/status/286448701168287744	1	0	1	
29012405012	fabxian	@SistersTalk I thought Michael Savage caused cancer .	10/28/2010	0	0	@SistersTalk			https://twitter.com/fabxian/status/29012405012	1	0	1	
3.69165E+17	kanedrea	“ @BestofCancer : #Cancer 's often have temper problems and anger management issues.”	8/18/2013	0	0	@BestofCancer	#Cancer		https://twitter.com/kanedrea/status/369165443765764096	0	1	-1	Horoscope
3.32416E+17	LegiScanFL	S1660 [Update] Establishing a Cancer Center of Excellence Award for providers that excel in providing cancer care... http:// bitly.com/ZOTnPP	5/9/2013	0	0				https://twitter.com/LegiScanFL/status/332416186635649024	1	0	1	
4.23988E+17	themegalanta	@JakeyGillette22 wanna know what the cure for cancer is?	1/16/2014	0	0	@JakeyGillette22			https://twitter.com/themegalanta/status/423988256397484032	1	0	1	
6.13864E+16	_DUNdundun	i got to sleep with my macbook open in front of me and wake up with it still there. i'm gonna have cancer by the time i'm 30	4/22/2011	0	0				https://twitter.com/_DUNdundun/status/61386415052828672	0	1	-1	Selfdiagnosing Cancer
2.86377E+17	DenverCP	Denver massage business transforms to cater to cancer patients: Julie Bulatovic's dream is that all people... http:// dlvr.it/2kY7R7	1/2/2013	0	0				https://twitter.com/DenverCP/status/286376792737054720	1	0	1	
3.25637E+17	CoachAndersonJ	"Come out support the cure against cancer at Hough High School. Games are 12, 2, 4 and 6. All proceeds go to a good cause. @HoughSoccer"	4/20/2013	3	0	@HoughSoccer			https://twitter.com/CoachAndersonJ/status/325637291655716864	1	0	1	
3.81263E+17	LeChanel_	"YASSSSS ! My life story dude! RT @ZodiacAreUs : #Cancer current status : Wanted by many, taken by none, looking at some, but waiting for one"	9/20/2013	0	0	@ZodiacAreUs	#Cancer		https://twitter.com/LeChanel_/status/381262567701635072	0	1	-1	Horoscope
3.5073E+17	TheRealBorovica	@MunchOnSports congrats on your wife being cancer free! S 2C!	6/28/2013	0	0	@MunchOnSports			https://twitter.com/TheRealBorovica/status/350729713003667456	1	0	1	
4.55019E+17	BreaLaSoul	 @psynotic : @angeldee69 @tweensigh @BreaLaSoul @QueenBeeDaReal1 my dad has cancer so would be unable to do that atm x NO FUCKS GIVIN BITCH	4/12/2014	0	0	@psynotic @angeldee69 @tweensigh @BreaLaSoul @QueenBeeDaReal1			https://twitter.com/BreaLaSoul/status/455018668095582208	1	0	1	
3.30045E+17	DuchessDanii	"""RT """"An ATO member at UF donated bone marrow to a cancer patient, but he's also kind of an asshole: http:// ow.ly/kEwij """" @EricCBarber"""	5/2/2013	0	0	@EricCBarber			https://twitter.com/DuchessDanii/status/330044568089284608	1	0	1	
7.72444E+16	topix_insight	Hundreds Team Up Against Cancer in Relay for Life - http://bit.ly/lz4PXj #Monrovia #California	6/5/2011	0	0		#Monrovia #California		https://twitter.com/topix_insight/status/77244352048533505	1	0	1	
5.30792E+17	TELIKOGIRL	@VictoryOverBC @letsfcancer My cancer burn and die!!! Nov mark my dad one year diagnostic.	11/7/2014	0	0	@VictoryOverBC @letsfcancer			https://twitter.com/TELIKOGIRL/status/530791523856957441	1	0	1	
3.44495E+17	6eraldineOrtega	Sunshine Kids program . Son niños y jóvenes con cáncer que vienen de todas partes de la nación a… http:// instagram.com/p/abP7IhniXq/	6/11/2013	0	0				https://twitter.com/6eraldineOrtega/status/344495241056907264	1	0	1	
2.51389E+17	Rissah_Nicolee	#Cancer 's can talk with there eyes(;	9/27/2012	0	0		#Cancer		https://twitter.com/Rissah_Nicolee/status/251388899409141760	0	1	-1	Horoscope
4.12589E+17	davidenychair	"@oribe @ORIBEcanales thank u 4 the article on http:// oribepro.com Cancer makeover event, beauty for hope style for strength @MuzeSalon"	12/16/2013	1	0	@oribe @ORIBEcanales @MuzeSalon			https://twitter.com/davidenychair/status/412589298798837760	1	0	1	
5.22167E+17	Madame_Scorpio	Moms down to stage 2 c breast cancer . Praise the lord!!! * begins praise break* #WontHeDoIt	10/14/2014	0	0		#WontHeDoIt		https://twitter.com/Madame_Scorpio/status/522167411303149568	1	0	1	
5.19002E+17	JanessaSuee	"Love my grandpa so much, I wish cancer didn't exist. He's more than a role model. I wish time would pause"	10/6/2014	0	3				https://twitter.com/JanessaSuee/status/519002062659788801	1	0	1	
2.13319E+17	StephanieBachar	Skin cancer be gone!!! Histochick in the lab today!! (@Mohs Surgery & Dermatology Center) http:// 4sq.com/MJKxur	6/14/2012	0	0	@Mohs			https://twitter.com/StephanieBachar/status/213318614017769473	1	0	1	
4.08058E+17	Rs668000	“ @BestofCancer : A #Cancer will make you laugh and smile.” Guys do I make you laugh and smile?	12/3/2013	0	0	@BestofCancer	#Cancer		https://twitter.com/Rs668000/status/408058095839899648	0	1	-1	Horoscope
1.43786E+17	BrielleMinaj	"""Umm I am"""" @JokaDeuceDeuce : Hmmm...not all of them...RT @Gorgeous_Gab RT @i_ cancer : #ICanAdmit #cancers are no doubt satisfying sex partners."""""""	12/5/2011	0	0	@JokaDeuceDeuce @Gorgeous_Gab @i_	#ICanAdmit #cancers		https://twitter.com/BrielleMinaj/status/143786168360775680	0	1	-1	Handle has Cancer
4.02563E+17	elnsoriano	@chrisrock please help this awesome 4 yr old with stage 4 cancer ! Every little bit helps http://www. gofundme.com/MIKEYNATION	11/18/2013	0	0	@chrisrock			https://twitter.com/elnsoriano/status/402562756840521728	1	0	1	
4.34057E+17	_dyhcar	I just stalked that girl who died that Harry tweeted and I'm crying that is so sad she was so young omf I'm so upset why does cancer exist	2/13/2014	1	2				https://twitter.com/_dyhcar/status/434056830638366720	1	0	1	
3.14219E+17	Ruth_sie	 @CancerAreUs : #Cancer females are domestic goddesses who bond easily & separate with great difficulty.:-)	3/19/2013	0	0	@CancerAreUs	#Cancer		https://twitter.com/Ruth_sie/status/314218891998031872	0	1	-1	Horoscope
7.89252E+16	7940	Cancer survivors and families are poised for Relay for Life overnight celebration at Madiso http://bit.ly/lR7k8d via http://outside.in/07940	6/9/2011	0	0				https://twitter.com/07940/status/78925220630626304	1	0	1	
2.99527E+17	BanMan300	 @Cancer69_ : If you ever want to be close to #cancer you need to be open with your feelings	2/7/2013	0	0	@Cancer69_	#cancer		https://twitter.com/BanMan300/status/299527064816590848	0	1	-1	Horoscope
1.13081E+17	kui360	This! -> RT @cyclepath55 : FUCK YOU CANCER !!!!!!	9/11/2011	0	0	@cyclepath55			https://twitter.com/kui360/status/113080663955091456	1	0	1	
3.80318E+17	fabiancithoo	"Muere @johnnylaboriell El cantante de rock and roll quien padecía cáncer de próstata, falleció este miércoles pic.twitter.com/18QdDbBa3a"	9/18/2013	0	0	@johnnylaboriell			https://twitter.com/fabiancithoo/status/380317599118016512	1	0	1	
3.20349E+17	emmrozzz	tbh some Mexican grandma will probably cure cancer	4/5/2013	0	2				https://twitter.com/emmrozzz/status/320349270781874176	1	0	1	
4.25927E+17	LegiScanHI	HB1655 [Update] Hawaii Cancer Research Special Fund; Funding ($) http:// bitly.com/1aC7ks8	1/22/2014	0	0				https://twitter.com/LegiScanHI/status/425927337172271104	1	0	1	
5.23635E+17	AsianGlow123	Breast Cancer Brunch with #MommaLee and #PoppaLee #breakfastAtTiffanys @Westchester Manor http:// instagram.com/p/uUHf70veQd/	10/18/2014	0	0	@Westchester	#MommaLee #PoppaLee #breakfastAtTiffanys		https://twitter.com/AsianGlow123/status/523635012345008128	1	0	1	
4.42003E+17	AD1028	@MRFRANKIEWILSON Every person should hear this song. Cancer Survivor @IamTracyRandall ‘New Life’ on #SoundCloud ? https:// soundcloud.com/tracyrandall/n ew-life-by-tracy-randall-pre?utm_source=soundcloud&utm_campaign=share&utm_medium=twitter …	3/7/2014	0	0	@MRFRANKIEWILSON @IamTracyRandall	#SoundCloud		https://twitter.com/AD1028/status/442003272661229568	1	0	1	
1.93159E+17	shannonbunch	Update Makayla Isom: surgeon proceeded w/biopsy yesterday but followed thru to remove mass. Dr feels no cancer . Official Results n 7 days.	4/19/2012	0	0				https://twitter.com/shannonbunch/status/193159365199527937	1	0	1	
4.19344E+17	grantmames	@JWillyStaats the cancer that is Luke Fickle had us in remission for a while but came back to kill us in the end.	1/4/2014	0	0	@JWillyStaats			https://twitter.com/grantmames/status/419343522085343232	0	1	-1	Offensive Term
4.74744E+17	austinleetyler	Cancer movies always hit me hard..	6/5/2014	2	6				https://twitter.com/austinleetyler/status/474743657950900224	1	0	1	
1.33229E+17	Gorgeousblaque	"@bahd_boyy10: @Gorgeousblaque bytch iaint kno yew were a cancer ,, dhats y weh qeht alonq well ...fashurzz real recoqnize real bytch lol"	11/6/2011	0	0	@bahd_boyy10 @Gorgeousblaque			https://twitter.com/Gorgeousblaque/status/133228715508367360	0	1	-1	Horoscope
5.22174E+17	jaimijames10	Been talking to this cancer survivor at my bar for 2 hours. So enlightening so blessed	10/14/2014	0	2				https://twitter.com/jaimijames10/status/522173534265556992	1	0	1	
4.61662E+17	beccachristine3	CANCER NIGHT TOMORROW NIGHT. VARSITY GAME AT 4:00 AGAINST WEST. I WANT TO SEE EVERYONE THERE.	4/30/2014	8	1				https://twitter.com/beccachristine3/status/461661899516440577	1	0	1	
4.73613E+17	hesterlorain	@TriHealth i really appreciate how the doctors and nurses at the cancer center at bethesda north explains everything so that i understand it	6/2/2014	0	1	@TriHealth			https://twitter.com/hesterlorain/status/473612637914542080	1	0	1	
2.55727E+17	cameljocky5	@Darth_Sadr can't cure cancer	10/9/2012	0	0	@Darth_Sadr			https://twitter.com/cameljocky5/status/255727027976556546	1	0	1	
3.06806E+17	shescreams_dani	"""RFT """" @CancerAreUs : #Cancer 's have a troubled past which they reflect on over blunts & booze."""""""	2/27/2013	0	0	@CancerAreUs	#Cancer		https://twitter.com/shescreams_dani/status/306806404084289536	0	1	-1	Horoscope
4.61568E+17	roxygirl4u2	“ @CancerTerms : #Cancer has a very great sense of humor.. They notice funny things in the weirdest places”. RT only if you really know me	4/30/2014	0	0	@CancerTerms	#Cancer		https://twitter.com/roxygirl4u2/status/461568002052599808	0	1	-1	Horoscope
3.75323E+17	Fat_TwOn	Sitting in the stairs catching Cancer just Coolin	9/4/2013	1	0				https://twitter.com/Fat_TwOn/status/375322884677193728	1	0	1	
4.43033E+17	thedrunktruth	"""omg yes! This is nothing new people RT"""" @CancerAreUs_ : #Cancer is moody. Get the fuck over it."""""""	3/10/2014	0	0	@CancerAreUs_	#Cancer		https://twitter.com/thedrunktruth/status/443033420768477185	0	1	-1	Horoscope
2.58919E+17	KingVictor501	I've awaken with a headache the last two days... WebMD said it's cancer so now I'm scared	10/18/2012	0	0				https://twitter.com/KingVictor501/status/258919476043587584	0	1	-1	Selfdiagnosing Cancer
4.96274E+16	thaiparampil	"http://www.chron.com/disp/story.mpl/metropolitan/7481876.html - Sprecher, radiation therapist who fought cancer , 54 | Houston & Texas News"	3/20/2011	0	0				https://twitter.com/thaiparampil/status/49627351876775937	1	0	1	
4.41881E+17	XxZombree13xX	"“ @Cancer _HC : #Cancer is versatile with talents in the arenas of business, music, writing, fine arts and mathematics.” True!"	3/7/2014	0	0	@Cancer	#Cancer		https://twitter.com/XxZombree13xX/status/441880658462257152	0	1	-1	Horoscope
5.05141E+17	taylor_stover	They have ovarian cancer ribbons around the lights all throughout downtown BG	8/28/2014	0	1				https://twitter.com/taylor_stover/status/505140808065224704	1	0	1	
3.90205E+17	courtcampp	I hope people get the breast cancer theme for our dodge ball shirts.... Lol	10/15/2013	1	1				https://twitter.com/courtcampp/status/390205004839391232	1	0	1	
7.72075E+16	StoriesForYou	"Horoscopes for June 5-11, 2011. Gemini contends with a planetary influx, Cancer gets in touch with her artsy side, a... http://bit.ly/lw6ScR"	6/4/2011	0	0				https://twitter.com/StoriesForYou/status/77207476528881664	0	1	-1	Horoscope
2.14854E+16	R0BZZZZ	"@ashleynavalta ,,, In a #Cancer and #Pisces friendship a #Pisces feel that a #Cancer is self-centered and negative all the time."	1/2/2011	0	0	@ashleynavalta	#Cancer #Pisces #Pisces #Cancer		https://twitter.com/R0BZZZZ/status/21485426497814528	0	1	-1	Horoscope
5.08336E+17	innocentpixie85	And for every child affected by cancer . I pledge to wear pink. Also to help find a cure. pic.twitter.com/ohFUhOeipD	9/6/2014	0	1				https://twitter.com/innocentpixie85/status/508336417098199040	1	0	1	
2.97891E+17	Rch_Beth	@JosephWakile please pray for my friend Krista her cancer is back again. We want this to go away please pray! She is in her 40s	2/2/2013	0	0	@JosephWakile			https://twitter.com/Rch_Beth/status/297890917484990464	1	0	1	
1.32686E+17	LAVeganNative	@DonnieWahlberg thanks for supporting the fight against breast cancer . I'm a survivor. Love Blue Bloods.	11/5/2011	0	0	@DonnieWahlberg			https://twitter.com/LAVeganNative/status/132685757042270209	1	0	1	
5.35107E+17	kysmithhh_	"If it makes you feel better, I feel like I have inoperable brain cancer  - @pinkpastels"	11/19/2014	0	0	@pinkpastels			https://twitter.com/kysmithhh_/status/535106712425218048	0	1	-1	Feeling Like they have cancer
5.39119E+17	dramatic_1	Why does God allow for children to die painful deaths from cancer ? My heart is broken...	11/30/2014	0	1				https://twitter.com/dramatic_1/status/539119184526200832	1	0	1	
5.07231E+17	TravisRieth	"""For those of you who think/tell people """"marijuana cures cancer """" Bob Marley died of cancer at age 36 so... probably not. #thinkbeforeyoutalk"""	9/3/2014	1	2		#thinkbeforeyoutalk		https://twitter.com/TravisRieth/status/507230698324123649	1	0	1	
3.42629E+17	JGaspard	Operation Overlord began today. D-Day began the push to kill a cancerous tyranny. God bless the brave men & women who won the day.	6/6/2013	1	0				https://twitter.com/JGaspard/status/342629194255183873	1	0	1	
2.43152E+17	austenkeim	@alexmanescu182 that's cancer just waiting to happen	9/4/2012	0	0	@alexmanescu182			https://twitter.com/austenkeim/status/243152448045342720	1	0	1	
2.37769E+17	Al921Anthony	I got 2 friends in the hospital that been there like already 5 days tomorrow. Going on day 6 they may have cancer	8/21/2012	0	0				https://twitter.com/Al921Anthony/status/237768518765015040	1	0	1	
4.89518E+17	playassnans	"“ @CancerAreUs : To seduce a #cancer , play hard to get.” no"	7/16/2014	3	2	@CancerAreUs	#cancer		https://twitter.com/playassnans/status/489517779565821958	0	1	-1	Horoscope
3.97871E+17	leggyloo92	"she's like being married to the plague, diarrhea or cancer "	11/5/2013	0	0				https://twitter.com/leggyloo92/status/397871000601518080	0	1	-1	Offensive Term
4.62979E+17	jaqitos	Fight like a girl. #raceforthecure @Susan G Komen Breast Cancer Walk http:// instagram.com/p/nlIhhmwGbH/	5/4/2014	0	0	@Susan	#raceforthecure		https://twitter.com/jaqitos/status/462979408023027712	1	0	1	
3.81893E+17	estrada6678	@RosieRivera_JRR Rosie hi mama did u see my tweets there is an important message I need to share im a cancer like ur sister so im persistent	9/22/2013	0	0	@RosieRivera_JRR			https://twitter.com/estrada6678/status/381892858414116865	0	1	-1	Horoscope
4.78209E+17	Sheika_0516	 @Cancer _ht : #Cancer over think too much and that is why they keep on changing their mind!this is me all day	6/15/2014	0	0	@Cancer	#Cancer		https://twitter.com/Sheika_0516/status/478209113269489665	0	1	-1	Horoscope
4.41686E+17	YBFrogBrewery	Mr. Shawn Dagnall | A St. Baldrick's Participant http://www. stbaldricks.org/participants/m ypage/689260/2014 … Please help raise money for children's cancer .no donation to small	3/6/2014	0	0				https://twitter.com/YBFrogBrewery/status/441685698182410240	1	0	1	
4.10676E+17	1ofDa7wonderZ	"#randomfact I'm 25, my bday July 18 and I'm a Cancer"	12/11/2013	0	0		#randomfact		https://twitter.com/1ofDa7wonderZ/status/410676280217305088	0	1	-1	Horoscope
6.22791E+16	msharleyluxury	"Explain please???? RT @ZodiacFacts : #ZodiacFacts Living with a #Cancer man,could be very unexpected. http://myloc.me/juhrc"	4/24/2011	0	0	@ZodiacFacts	#ZodiacFacts #Cancer		https://twitter.com/msharleyluxury/status/62279148332261376	0	1	-1	Horoscope
3.95607E+17	APAnalytics1	"Today, we met a wonderful young girl named Rebecca who was diagnosed with brain cancer in 2009 at the… http:// instagram.com/p/gGa7YwTU8p/"	10/30/2013	0	0				https://twitter.com/APAnalytics1/status/395606918531911680	1	0	1	
4.25768E+17	shelby_old17	 @BestofCancer : #Cancer 's can become physically sick by being in a depressed mood. Ture dat	1/21/2014	0	0	@BestofCancer	#Cancer		https://twitter.com/shelby_old17/status/425768425818832896	0	1	-1	Horoscope
3.36183E+17	SWFL_Angelina	“ @XSTROLOGY : #Cancer 's have great intuition and can often tell when you're lying.” Yes we can.	5/19/2013	0	0	@XSTROLOGY	#Cancer		https://twitter.com/SWFL_Angelina/status/336183388702658560	0	1	-1	Horoscope
4.83691E+17	ROHaraFLC	World trends on cancer show challenge of finding cure. http://www. scientificamerican.com/article/attack ing-an-epidemic/?utm_medium=twitter&utm_source=twitterfeed …	6/30/2014	0	0				https://twitter.com/ROHaraFLC/status/483690574420385793	1	0	1	
2.91079E+17	uncagedgypsy	@fireeater29 be brave for your mother. She needs to know you'll be there for her. Lost my Mom to cancer . Cherish time you have dearheart	1/15/2013	0	0	@fireeater29			https://twitter.com/uncagedgypsy/status/291079132241068033	1	0	1	
4.35241E+17	aeveaf_	"711 // cancer babies, original bestfriend before Kendra and Karina I love you . I was talking about your family with my dad tbh"	2/16/2014	0	1				https://twitter.com/aeveaf_/status/435241455117156352	1	0	1	
4.4927E+17	gidrjmw	At Zappos HQ in Vegas promoting colon cancer awareness.	3/27/2014	0	0				https://twitter.com/gidrjmw/status/449270096846798848	1	0	1	
5.18849E+17	Lucasv1221	“ @kicksonfire : Air Jordan 6 Cleats “Breast Cancer Awareness” http:// kickson.fr/1EhA334 ” @The_TThomas58 angel is gunna cop these	10/5/2014	0	1	@kicksonfire @The_TThomas58			https://twitter.com/Lucasv1221/status/518849350186074113	1	0	1	
4.66739E+17	audiea7	I wish cancer would get cancer	5/14/2014	1	7				https://twitter.com/audiea7/status/466738924652462081	1	0	1	
3.84722E+17	ericatheblerd	Just took a tour here. Definitely one of the coolest things everrrr. @Cancer & Genetics Research… http:// instagram.com/p/e5FF--Qus_/	9/30/2013	0	0	@Cancer			https://twitter.com/ericatheblerd/status/384722196977164288	0	1	-1	Toured a Cancer Research Center
3.62457E+17	_webbie117th	 @cay_morris : is there a cure for cancer yet? Hell no !!	7/31/2013	0	0	@cay_morris			https://twitter.com/_webbie117th/status/362456587077566465	1	0	1	
4.52282E+17	cristine_ward	I wish I could have half the strength my aunt does. Fighting cancer yet again and she is still the happiest person ever!	4/4/2014	0	2				https://twitter.com/cristine_ward/status/452282407543394304	1	0	1	
2.86237E+17	OhOlivia7	@CancerAreUs : #cancer will test you to see how observant you really are	1/1/2013	0	0	@CancerAreUs	#cancer		https://twitter.com/OhOlivia7/status/286236750395895808	0	1	-1	Horoscope
